Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,11.535000,11.750000,11.470000,11.585000,9.351452,12380200
2007-01-04,11.500000,11.805000,11.480000,11.795000,9.520965,12222800
2007-01-05,11.730000,11.855000,11.650000,11.800000,9.525002,13051800
2007-01-08,11.750000,11.875000,11.715000,11.830000,9.549213,12007600
2007-01-09,11.940000,11.945000,11.735000,11.825000,9.545177,10211200
2007-01-10,11.765000,11.875000,11.735000,11.850000,9.565361,6983400
2007-01-11,11.870000,11.930000,11.785000,11.885000,9.593613,7922200
2007-01-12,11.910000,11.935000,11.750000,11.790000,9.516930,8275400
2007-01-16,11.735000,11.920000,11.670000,11.875000,9.585541,7239400
2007-01-17,11.875000,11.900000,11.780000,11.860000,9.573430,6196400
2007-01-18,11.920000,11.960000,11.845000,11.900000,9.605721,8694000
2007-01-19,11.970000,12.075000,11.900000,12.060000,9.734872,10131600
2007-01-22,12.100000,12.235000,12.045000,12.150000,9.807521,8982600
2007-01-23,12.120000,12.210000,12.005000,12.165000,9.819627,6668200
2007-01-24,12.130000,12.290000,12.080000,12.180000,9.831737,5794400
2007-01-25,12.125000,12.210000,11.935000,12.035000,9.714694,8254800
2007-01-26,12.040000,12.335000,12.005000,12.255000,9.892279,10641400
2007-01-29,12.425000,12.575000,12.370000,12.515000,10.102150,24504600
2007-01-30,12.505000,12.840000,12.500000,12.780000,10.316058,19559800
2007-01-31,12.650000,12.865000,12.600000,12.800000,10.332207,11858200
2007-02-01,12.790000,12.965000,12.745000,12.860000,10.380635,7217000
2007-02-02,12.860000,12.980000,12.835000,12.925000,10.433105,9351600
2007-02-05,12.875000,13.040000,12.835000,12.985000,10.481534,14179000
2007-02-06,12.985000,13.035000,12.805000,12.860000,10.380635,9612400
2007-02-07,12.810000,13.115000,12.790000,13.070000,10.550151,10218400
2007-02-08,13.000000,13.100000,12.900000,12.975000,10.473465,10630200
2007-02-09,12.975000,13.120000,12.825000,12.940000,10.445212,9259400
2007-02-12,12.925000,13.030000,12.840000,12.950000,10.453285,5927800
2007-02-13,12.880000,12.935000,12.800000,12.910000,10.447214,5663200
2007-02-14,12.915000,13.090000,12.915000,13.045000,10.556462,8074400
2007-02-15,13.050000,13.125000,12.965000,13.100000,10.600969,7907800
2007-02-16,13.040000,13.280000,13.040000,13.235000,10.710214,6729600
2007-02-20,13.260000,13.300000,13.055000,13.255000,10.726398,6924000
2007-02-21,13.290000,13.345000,13.110000,13.235000,10.710214,5187200
2007-02-22,13.185000,13.275000,12.920000,13.000000,10.520047,11073000
2007-02-23,13.085000,13.085000,12.815000,12.835000,10.386521,8740400
2007-02-26,12.850000,12.930000,12.845000,12.875000,10.418892,7708400
2007-02-27,12.465000,12.850000,12.390000,12.485000,10.103288,14236200
2007-02-28,12.475000,12.950000,12.425000,12.820000,10.374383,14867600
2007-03-01,12.710000,12.920000,12.570000,12.765000,10.329877,8724800
2007-03-02,12.765000,12.925000,12.625000,12.675000,10.257043,8917600
2007-03-05,12.380000,12.935000,12.370000,12.605000,10.200397,8475200
2007-03-06,12.660000,12.740000,12.505000,12.570000,10.172076,13002800
2007-03-07,12.575000,12.725000,12.445000,12.465000,10.087109,9319600
2007-03-08,12.570000,12.935000,12.505000,12.785000,10.346060,9787000
2007-03-09,12.900000,12.965000,12.640000,12.645000,10.232765,10189200
2007-03-12,12.655000,12.935000,12.655000,12.880000,10.422935,11474800
2007-03-13,13.050000,13.515000,12.875000,13.145000,10.637389,18899200
2007-03-14,13.145000,13.450000,13.055000,13.285000,10.750675,17878200
2007-03-15,13.250000,13.400000,13.225000,13.375000,10.823507,12403200
2007-03-16,13.395000,13.490000,13.225000,13.300000,10.762818,18083000
2007-03-19,13.375000,13.540000,13.245000,13.520000,10.940848,15159200
2007-03-20,13.575000,14.050000,13.550000,13.975000,11.309049,24105600
2007-03-21,14.250000,14.250000,13.825000,14.095000,11.406160,23393800
2007-03-22,14.195000,14.290000,14.005000,14.175000,11.470897,18364800
2007-03-23,14.115000,14.350000,14.090000,14.155000,11.454711,14807000
2007-03-26,13.945000,14.355000,13.900000,14.315000,11.584187,17987200
2007-03-27,14.200000,14.280000,14.065000,14.195000,11.487081,15217600
2007-03-28,14.195000,14.260000,14.070000,14.175000,11.470897,14803800
2007-03-29,14.250000,14.270000,13.965000,14.000000,11.329280,20935800
2007-03-30,14.050000,14.215000,13.950000,14.125000,11.430437,12739800
2007-04-02,14.075000,14.305000,14.075000,14.275000,11.551818,14556800
2007-04-03,14.285000,14.685000,14.285000,14.500000,11.733896,20963600
2007-04-04,14.500000,14.735000,14.400000,14.675000,11.875517,16751200
2007-04-05,14.625000,14.625000,14.485000,14.555000,11.778402,8608000
2007-04-09,14.925000,14.955000,14.555000,14.610000,11.822913,17984000
2007-04-10,14.510000,14.820000,14.510000,14.745000,11.932159,15739400
2007-04-11,14.505000,14.650000,14.405000,14.450000,11.693434,14991200
2007-04-12,14.500000,14.520000,14.275000,14.440000,11.685347,11137800
2007-04-13,14.440000,14.500000,14.265000,14.330000,11.596327,16194800
2007-04-16,14.430000,14.735000,14.345000,14.700000,11.895746,18170600
2007-04-17,14.705000,14.810000,14.630000,14.675000,11.875517,10016000
2007-04-18,14.675000,14.750000,14.595000,14.700000,11.895746,9481400
2007-04-19,14.995000,15.075000,14.600000,15.040000,12.170884,13926000
2007-04-20,15.125000,15.125000,14.985000,15.005000,12.142560,11762600
2007-04-23,14.955000,15.215000,14.920000,15.100000,12.219440,12189800
2007-04-24,15.025000,15.045000,14.665000,14.820000,11.992851,9528000
2007-04-25,14.895000,15.000000,14.830000,14.955000,12.102099,6368200
2007-04-26,14.905000,14.975000,14.685000,14.745000,11.932159,8208800
